Start Time	End Time	Time Added	Device Screen Status
2022-02-06 01:55:44+00:00	2022-02-06 01:55:52+00:00	2022-02-06 01:55:55+00:00	Backlight on
2022-02-06 01:55:52+00:00	2022-02-06 04:26:04+00:00	2022-02-06 04:26:04+00:00	Backlight off
2022-02-06 04:26:04+00:00	2022-02-06 04:26:12+00:00	2022-02-06 04:26:14+00:00	Backlight on
2022-02-06 04:26:12+00:00	2022-02-06 04:33:08+00:00	2022-02-06 04:33:08+00:00	Backlight off
2022-02-06 04:33:08+00:00	2022-02-06 04:33:16+00:00	2022-02-06 04:33:18+00:00	Backlight on
2022-02-06 04:33:16+00:00	2022-02-06 04:37:40+00:00	2022-02-06 04:37:41+00:00	Backlight off
2022-02-06 04:37:40+00:00	2022-02-06 04:37:40+00:00	2022-02-06 04:37:42+00:00	Backlight on
2022-02-06 04:37:40+00:00	2022-02-06 04:38:44+00:00	2022-02-06 04:38:47+00:00	Backlight off
2022-02-06 04:38:44+00:00	2022-02-06 04:38:44+00:00	2022-02-06 04:38:47+00:00	Backlight on
2022-02-06 04:38:44+00:00	2022-02-06 04:38:48+00:00	2022-02-06 04:38:48+00:00	Backlight off
2022-02-06 04:38:48+00:00	2022-02-06 04:58:36+00:00	2022-02-06 04:58:39+00:00	Backlight on
2022-02-06 04:58:36+00:00	2022-02-06 05:02:48+00:00	2022-02-06 05:02:51+00:00	Backlight off
2022-02-06 05:02:48+00:00	2022-02-06 05:02:52+00:00	2022-02-06 05:02:53+00:00	Backlight on
2022-02-06 05:02:52+00:00	2022-02-06 05:07:24+00:00	2022-02-06 05:07:25+00:00	Backlight off
2022-02-06 05:07:24+00:00	2022-02-06 05:07:24+00:00	2022-02-06 05:07:27+00:00	Backlight on
2022-02-06 05:07:24+00:00	2022-02-06 14:15:12+00:00	2022-02-06 14:15:15+00:00	Backlight off
2022-02-06 14:15:12+00:00	2022-02-06 14:15:24+00:00	2022-02-06 14:15:25+00:00	Backlight on
2022-02-06 14:15:24+00:00	2022-02-06 19:32:20+00:00	2022-02-06 19:32:20+00:00	Backlight off
2022-02-06 19:32:20+00:00	2022-02-06 19:32:28+00:00	2022-02-06 19:32:31+00:00	Backlight on
2022-02-06 19:32:28+00:00	2022-02-06 19:50:52+00:00	2022-02-06 19:50:54+00:00	Backlight off
2022-02-06 19:50:52+00:00	2022-02-06 19:50:56+00:00	2022-02-06 19:50:56+00:00	Backlight on
2022-02-06 19:50:56+00:00	2022-02-06 19:51:12+00:00	2022-02-06 19:51:13+00:00	Backlight off
2022-02-06 19:51:12+00:00	2022-02-06 19:51:16+00:00	2022-02-06 19:51:17+00:00	Backlight on
2022-02-06 19:51:16+00:00	2022-02-06 20:30:12+00:00	2022-02-06 20:30:15+00:00	Backlight off
2022-02-06 20:30:12+00:00	2022-02-06 20:30:16+00:00	2022-02-06 20:30:17+00:00	Backlight on
2022-02-06 20:30:16+00:00	2022-02-06 20:49:56+00:00	2022-02-06 20:49:56+00:00	Backlight off
2022-02-06 20:49:56+00:00	2022-02-06 20:49:56+00:00	2022-02-06 20:49:57+00:00	Backlight on
2022-02-06 20:49:56+00:00	2022-02-06 20:51:32+00:00	2022-02-06 20:51:32+00:00	Backlight off
2022-02-06 20:51:32+00:00	2022-02-06 20:51:36+00:00	2022-02-06 20:51:39+00:00	Backlight on
2022-02-06 20:51:36+00:00	2022-02-06 20:51:44+00:00	2022-02-06 20:51:46+00:00	Backlight off
2022-02-06 20:51:44+00:00	2022-02-06 20:51:56+00:00	2022-02-06 20:51:56+00:00	Backlight on
2022-02-06 20:51:56+00:00	2022-02-06 20:52:24+00:00	2022-02-06 20:52:26+00:00	Backlight off
2022-02-06 20:52:24+00:00	2022-02-06 20:52:24+00:00	2022-02-06 20:52:27+00:00	Backlight on
2022-02-06 20:52:24+00:00	2022-02-06 20:53:44+00:00	2022-02-06 20:53:46+00:00	Backlight off
2022-02-06 20:53:44+00:00	2022-02-06 20:53:44+00:00	2022-02-06 20:53:47+00:00	Backlight on
2022-02-06 20:53:44+00:00	2022-02-06 20:53:48+00:00	2022-02-06 20:53:49+00:00	Backlight off
2022-02-06 20:53:48+00:00	2022-02-06 20:53:52+00:00	2022-02-06 20:53:52+00:00	Backlight on
2022-02-06 20:53:52+00:00	2022-02-06 21:04:32+00:00	2022-02-06 21:04:34+00:00	Backlight off
2022-02-06 21:04:32+00:00	2022-02-06 21:04:44+00:00	2022-02-06 21:04:45+00:00	Backlight on
2022-02-06 21:04:44+00:00	2022-02-06 21:04:44+00:00	2022-02-06 21:04:46+00:00	Backlight off
2022-02-06 21:04:44+00:00	2022-02-06 21:04:44+00:00	2022-02-06 21:04:47+00:00	Backlight on
2022-02-06 21:04:44+00:00	2022-02-06 21:17:56+00:00	2022-02-06 21:17:59+00:00	Backlight off
2022-02-06 21:17:56+00:00	2022-02-06 21:18:08+00:00	2022-02-06 21:18:09+00:00	Backlight on
2022-02-06 21:18:08+00:00	2022-02-06 21:19:40+00:00	2022-02-06 21:19:40+00:00	Backlight off
2022-02-06 21:19:40+00:00	2022-02-06 21:20:04+00:00	2022-02-06 21:20:04+00:00	Backlight on
2022-02-06 21:20:04+00:00	2022-02-06 21:20:20+00:00	2022-02-06 21:20:20+00:00	Backlight off
2022-02-06 21:20:20+00:00	2022-02-06 21:20:20+00:00	2022-02-06 21:20:21+00:00	Backlight on
2022-02-06 21:20:20+00:00	2022-02-06 21:20:20+00:00	2022-02-06 21:20:21+00:00	Backlight off
2022-02-06 21:20:20+00:00	2022-02-06 21:20:44+00:00	2022-02-06 21:20:45+00:00	Backlight on
2022-02-06 21:20:44+00:00	2022-02-06 21:20:44+00:00	2022-02-06 21:20:47+00:00	Backlight off
2022-02-06 21:20:44+00:00	2022-02-06 21:23:24+00:00	2022-02-06 21:23:27+00:00	Backlight on
2022-02-06 21:23:24+00:00	2022-02-06 21:29:48+00:00	2022-02-06 21:29:49+00:00	Backlight off
2022-02-06 21:29:48+00:00	2022-02-06 21:29:52+00:00	2022-02-06 21:29:52+00:00	Backlight on
2022-02-06 21:29:52+00:00	2022-02-06 21:30:08+00:00	2022-02-06 21:30:11+00:00	Backlight off
2022-02-06 21:30:08+00:00	2022-02-06 21:30:32+00:00	2022-02-06 21:30:34+00:00	Backlight on
2022-02-06 21:30:32+00:00	2022-02-06 21:54:32+00:00	2022-02-06 21:54:34+00:00	Backlight off
2022-02-06 21:54:32+00:00	2022-02-06 21:54:36+00:00	2022-02-06 21:54:38+00:00	Backlight on
2022-02-06 21:54:36+00:00	2022-02-06 21:54:44+00:00	2022-02-06 21:54:46+00:00	Backlight off
2022-02-06 21:54:44+00:00	2022-02-06 21:55:04+00:00	2022-02-06 21:55:06+00:00	Backlight on
2022-02-06 21:55:04+00:00	2022-02-06 22:08:12+00:00	2022-02-06 22:08:12+00:00	Backlight off
2022-02-06 22:08:12+00:00	2022-02-06 22:08:12+00:00	2022-02-06 22:08:14+00:00	Backlight on
2022-02-06 22:08:12+00:00	2022-02-06 22:15:28+00:00	2022-02-06 22:15:31+00:00	Backlight off
2022-02-06 22:15:28+00:00	2022-02-06 22:19:44+00:00	2022-02-06 22:19:47+00:00	Backlight on
2022-02-06 22:19:44+00:00	2022-02-06 22:19:48+00:00	2022-02-06 22:19:50+00:00	Backlight off
2022-02-06 22:19:48+00:00	2022-02-06 22:19:56+00:00	2022-02-06 22:19:56+00:00	Backlight on
2022-02-06 22:19:56+00:00	2022-02-09 06:08:08+00:00	2022-02-09 06:08:10+00:00	Backlight off
2022-02-09 06:08:08+00:00	2022-02-09 06:08:12+00:00	2022-02-09 06:08:12+00:00	Backlight on
2022-02-09 06:08:12+00:00	2022-02-09 06:08:16+00:00	2022-02-09 06:08:18+00:00	Backlight off
2022-02-09 06:08:16+00:00	2022-02-09 06:08:28+00:00	2022-02-09 06:08:31+00:00	Backlight on
2022-02-09 06:08:28+00:00	2022-02-09 07:04:00+00:00	2022-02-09 07:04:03+00:00	Backlight off
2022-02-09 07:04:00+00:00	2022-02-09 07:04:04+00:00	2022-02-09 07:04:04+00:00	Backlight on
2022-02-09 07:04:04+00:00	2022-02-09 07:04:04+00:00	2022-02-09 07:04:04+00:00	Backlight off
2022-02-09 07:04:04+00:00	2022-02-09 07:04:08+00:00	2022-02-09 07:04:10+00:00	Backlight on
2022-02-09 07:04:08+00:00	2022-02-09 07:04:08+00:00	2022-02-09 07:04:12+00:00	Backlight off
2022-02-09 07:04:08+00:00	2022-02-09 07:04:12+00:00	2022-02-09 07:04:14+00:00	Backlight on
2022-02-09 07:04:12+00:00	2022-02-09 14:08:16+00:00	2022-02-09 14:08:17+00:00	Backlight off
2022-02-09 14:08:16+00:00	2022-02-09 14:08:28+00:00	2022-02-09 14:08:28+00:00	Backlight on
2022-02-09 14:08:28+00:00	2022-02-09 23:29:00+00:00	2022-02-09 23:29:02+00:00	Backlight off
2022-02-09 23:29:00+00:00	2022-02-09 23:29:12+00:00	2022-02-09 23:29:12+00:00	Backlight on
2022-02-09 23:29:12+00:00	2022-02-10 00:40:00+00:00	2022-02-10 00:40:02+00:00	Backlight off
2022-02-10 00:40:00+00:00	2022-02-10 00:40:12+00:00	2022-02-10 00:40:12+00:00	Backlight on
2022-02-10 00:40:12+00:00	2022-02-10 01:00:12+00:00	2022-02-10 01:00:14+00:00	Backlight off
2022-02-10 01:00:12+00:00	2022-02-10 01:00:24+00:00	2022-02-10 01:00:24+00:00	Backlight on
2022-02-10 01:00:24+00:00	2022-02-10 21:17:16+00:00	2022-02-10 21:17:19+00:00	Backlight off
2022-02-10 21:17:16+00:00	2022-02-10 21:17:28+00:00	2022-02-10 21:17:29+00:00	Backlight on
2022-02-10 21:17:28+00:00	2022-02-11 01:02:20+00:00	2022-02-11 01:02:21+00:00	Backlight off
2022-02-11 01:02:20+00:00	2022-02-11 01:02:20+00:00	2022-02-11 01:02:22+00:00	Backlight on
2022-02-11 01:02:20+00:00	2022-02-11 01:25:00+00:00	2022-02-11 01:25:00+00:00	Backlight off
2022-02-11 01:25:00+00:00	2022-02-11 01:25:08+00:00	2022-02-11 01:25:10+00:00	Backlight on
2022-02-11 01:25:08+00:00	2022-02-11 01:56:32+00:00	2022-02-11 01:56:32+00:00	Backlight off
2022-02-11 01:56:32+00:00	2022-02-11 01:56:32+00:00	2022-02-11 01:56:33+00:00	Backlight on
2022-02-11 01:56:32+00:00	2022-02-11 02:42:52+00:00	2022-02-11 02:42:56+00:00	Backlight off
2022-02-11 02:42:52+00:00	2022-02-11 02:43:04+00:00	2022-02-11 02:43:06+00:00	Backlight on
2022-02-11 02:43:04+00:00	2022-02-11 03:52:48+00:00	2022-02-11 03:52:48+00:00	Backlight off
2022-02-11 03:52:48+00:00	2022-02-11 03:52:56+00:00	2022-02-11 03:52:59+00:00	Backlight on
2022-02-11 03:52:56+00:00	2022-02-11 03:53:36+00:00	2022-02-11 03:53:36+00:00	Backlight off
2022-02-11 03:53:36+00:00	2022-02-11 03:53:44+00:00	2022-02-11 03:53:46+00:00	Backlight on
2022-02-11 03:53:44+00:00	2022-02-11 03:54:36+00:00	2022-02-11 03:54:37+00:00	Backlight off
2022-02-11 03:54:36+00:00	2022-02-11 03:54:48+00:00	2022-02-11 03:54:51+00:00	Backlight on
2022-02-11 03:54:48+00:00	2022-02-11 03:55:16+00:00	2022-02-11 03:55:18+00:00	Backlight off
2022-02-11 03:55:16+00:00	2022-02-11 04:09:16+00:00	2022-02-11 04:09:16+00:00	Backlight on
2022-02-11 04:09:16+00:00	2022-02-11 04:11:44+00:00	2022-02-11 04:11:44+00:00	Backlight off
2022-02-11 04:11:44+00:00	2022-02-11 04:12:12+00:00	2022-02-11 04:12:12+00:00	Backlight on
2022-02-11 04:12:12+00:00	2022-02-11 04:12:32+00:00	2022-02-11 04:12:34+00:00	Backlight off
2022-02-11 04:12:32+00:00	2022-02-11 04:19:28+00:00	2022-02-11 04:19:31+00:00	Backlight on
2022-02-11 04:19:28+00:00	2022-02-11 04:19:56+00:00	2022-02-11 04:19:58+00:00	Backlight off
2022-02-11 04:19:56+00:00	2022-02-11 04:19:56+00:00	2022-02-11 04:19:59+00:00	Backlight on
2022-02-11 04:19:56+00:00	2022-02-11 04:21:16+00:00	2022-02-11 04:21:16+00:00	Backlight off
2022-02-11 04:21:16+00:00	2022-02-11 04:21:20+00:00	2022-02-11 04:21:22+00:00	Backlight on
2022-02-11 04:21:20+00:00	2022-02-11 04:21:52+00:00	2022-02-11 04:21:53+00:00	Backlight off
2022-02-11 04:21:52+00:00	2022-02-11 04:21:52+00:00	2022-02-11 04:21:55+00:00	Backlight on
2022-02-11 04:21:52+00:00	2022-02-11 05:01:40+00:00	2022-02-11 05:01:40+00:00	Backlight off
2022-02-11 05:01:40+00:00	2022-02-11 05:01:40+00:00	2022-02-11 05:01:43+00:00	Backlight on
2022-02-11 05:01:40+00:00	2022-02-11 05:01:44+00:00	2022-02-11 05:01:45+00:00	Backlight off
2022-02-11 05:01:44+00:00	2022-02-11 05:01:48+00:00	2022-02-11 05:01:48+00:00	Backlight on
2022-02-11 05:01:48+00:00	2022-02-11 05:04:16+00:00	2022-02-11 05:04:19+00:00	Backlight off
2022-02-11 05:04:16+00:00	2022-02-11 05:04:24+00:00	2022-02-11 05:04:25+00:00	Backlight on
2022-02-11 05:04:24+00:00	2022-02-11 05:06:04+00:00	2022-02-11 05:06:04+00:00	Backlight off
2022-02-11 05:06:04+00:00	2022-02-11 05:06:04+00:00	2022-02-11 05:06:07+00:00	Backlight on
2022-02-11 05:06:04+00:00	2022-02-11 05:06:12+00:00	2022-02-11 05:06:12+00:00	Backlight off
2022-02-11 05:06:12+00:00	2022-02-11 05:06:16+00:00	2022-02-11 05:06:18+00:00	Backlight on
2022-02-11 05:06:16+00:00	2022-02-11 05:08:40+00:00	2022-02-11 05:08:41+00:00	Backlight off
2022-02-11 05:08:40+00:00	2022-02-11 05:08:40+00:00	2022-02-11 05:08:42+00:00	Backlight on
2022-02-11 05:08:40+00:00	2022-02-11 05:08:40+00:00	2022-02-11 05:08:43+00:00	Backlight off
2022-02-11 05:08:40+00:00	2022-02-11 05:08:44+00:00	2022-02-11 05:08:45+00:00	Backlight on
2022-02-11 05:08:44+00:00	2022-02-11 05:09:16+00:00	2022-02-11 05:09:16+00:00	Backlight off
2022-02-11 05:09:16+00:00	2022-02-11 05:09:16+00:00	2022-02-11 05:09:17+00:00	Backlight on
2022-02-11 05:09:16+00:00	2022-02-11 05:09:24+00:00	2022-02-11 05:09:27+00:00	Backlight off
2022-02-11 05:09:24+00:00	2022-02-11 05:09:32+00:00	2022-02-11 05:09:33+00:00	Backlight on
2022-02-11 05:09:32+00:00	2022-02-11 05:09:40+00:00	2022-02-11 05:09:41+00:00	Backlight off
2022-02-11 05:09:40+00:00	2022-02-11 05:09:44+00:00	2022-02-11 05:09:47+00:00	Backlight on
2022-02-11 05:09:44+00:00	2022-02-11 05:09:52+00:00	2022-02-11 05:09:54+00:00	Backlight off
2022-02-11 05:09:52+00:00	2022-02-11 05:09:56+00:00	2022-02-11 05:09:57+00:00	Backlight on
2022-02-11 05:09:56+00:00	2022-02-11 05:41:48+00:00	2022-02-11 05:41:50+00:00	Backlight off
2022-02-11 05:41:48+00:00	2022-02-11 05:41:52+00:00	2022-02-11 05:41:52+00:00	Backlight on
2022-02-11 05:41:52+00:00	2022-02-11 05:41:56+00:00	2022-02-11 05:41:59+00:00	Backlight off
2022-02-11 05:41:56+00:00	2022-02-11 05:42:00+00:00	2022-02-11 05:42:02+00:00	Backlight on
2022-02-11 05:42:00+00:00	2022-02-11 13:43:28+00:00	2022-02-11 13:43:30+00:00	Backlight off
2022-02-11 13:43:28+00:00	2022-02-11 13:43:36+00:00	2022-02-11 13:43:38+00:00	Backlight on
2022-02-11 13:43:36+00:00	2022-02-11 14:12:48+00:00	2022-02-11 14:12:51+00:00	Backlight off
2022-02-11 14:12:48+00:00	2022-02-11 14:12:52+00:00	2022-02-11 14:12:52+00:00	Backlight on
2022-02-11 14:12:52+00:00	2022-02-11 14:12:56+00:00	2022-02-11 14:12:56+00:00	Backlight off
2022-02-11 14:12:56+00:00	2022-02-11 14:12:56+00:00	2022-02-11 14:12:57+00:00	Backlight on
2022-02-11 14:12:56+00:00	2022-02-11 14:13:12+00:00	2022-02-11 14:13:12+00:00	Backlight off
2022-02-11 14:13:12+00:00	2022-02-11 14:13:20+00:00	2022-02-11 14:13:22+00:00	Backlight on
2022-02-11 14:13:20+00:00	2022-02-11 14:18:36+00:00	2022-02-11 14:18:39+00:00	Backlight off
2022-02-11 14:18:36+00:00	2022-02-11 14:18:48+00:00	2022-02-11 14:18:48+00:00	Backlight on
2022-02-11 14:18:48+00:00	2022-02-11 18:36:16+00:00	2022-02-11 18:36:19+00:00	Backlight off
2022-02-11 18:36:16+00:00	2022-02-11 18:36:20+00:00	2022-02-11 18:36:21+00:00	Backlight on
2022-02-11 18:36:20+00:00	2022-02-11 18:36:20+00:00	2022-02-11 18:36:22+00:00	Backlight off
2022-02-11 18:36:20+00:00	2022-02-11 18:36:20+00:00	2022-02-11 18:36:23+00:00	Backlight on
2022-02-11 18:36:20+00:00	2022-02-11 22:04:40+00:00	2022-02-11 22:04:40+00:00	Backlight off
2022-02-11 22:04:40+00:00	2022-02-11 22:04:48+00:00	2022-02-11 22:04:50+00:00	Backlight on
2022-02-11 22:04:48+00:00	2022-02-11 23:20:48+00:00	2022-02-11 23:20:51+00:00	Backlight off
2022-02-11 23:20:48+00:00	2022-02-11 23:20:52+00:00	2022-02-11 23:20:52+00:00	Backlight on
2022-02-11 23:20:52+00:00	2022-02-11 23:20:52+00:00	2022-02-11 23:20:53+00:00	Backlight off
2022-02-11 23:20:52+00:00	2022-02-11 23:21:00+00:00	2022-02-11 23:21:03+00:00	Backlight on
2022-02-11 23:21:00+00:00	2022-02-12 09:58:08+00:00	2022-02-12 09:58:08+00:00	Backlight off
2022-02-14 16:35:28+00:00	2022-02-14 16:38:44+00:00	2022-02-14 16:38:44+00:00	Backlight on
2022-02-14 16:38:44+00:00	2022-02-14 16:44:00+00:00	2022-02-14 16:44:01+00:00	Backlight off
2022-02-14 16:44:00+00:00	2022-02-14 16:44:04+00:00	2022-02-14 16:44:05+00:00	Backlight on
2022-02-14 16:44:04+00:00	2022-02-14 16:44:16+00:00	2022-02-14 16:44:17+00:00	Backlight off
2022-02-14 16:44:16+00:00	2022-02-14 16:44:20+00:00	2022-02-14 16:44:21+00:00	Backlight on
2022-02-14 16:44:20+00:00	2022-02-14 16:47:40+00:00	2022-02-14 16:47:41+00:00	Backlight off
2022-02-14 16:47:40+00:00	2022-02-14 16:49:44+00:00	2022-02-14 16:49:44+00:00	Backlight on
2022-02-14 16:49:44+00:00	2022-02-14 16:50:04+00:00	2022-02-14 16:50:06+00:00	Backlight off
2022-02-14 16:50:04+00:00	2022-02-14 16:50:12+00:00	2022-02-14 16:50:12+00:00	Backlight on
2022-02-14 16:50:12+00:00	2022-02-14 16:54:32+00:00	2022-02-14 16:54:32+00:00	Backlight off
2022-02-14 16:54:32+00:00	2022-02-14 16:54:36+00:00	2022-02-14 16:54:38+00:00	Backlight on
2022-02-14 16:54:36+00:00	2022-02-14 16:54:40+00:00	2022-02-14 16:54:41+00:00	Backlight off
2022-02-14 16:54:40+00:00	2022-02-14 16:56:56+00:00	2022-02-14 16:56:58+00:00	Backlight on
2022-02-14 16:56:56+00:00	2022-02-14 16:57:00+00:00	2022-02-14 16:57:00+00:00	Backlight off
2022-02-14 16:57:00+00:00	2022-02-14 16:57:04+00:00	2022-02-14 16:57:06+00:00	Backlight on
2022-02-14 16:57:04+00:00	2022-02-14 17:00:00+00:00	2022-02-14 17:00:01+00:00	Backlight off
2022-02-14 17:00:00+00:00	2022-02-14 17:00:08+00:00	2022-02-14 17:00:11+00:00	Backlight on
2022-02-14 17:00:08+00:00	2022-02-14 17:05:08+00:00	2022-02-14 17:05:11+00:00	Backlight off
2022-02-14 17:05:08+00:00	2022-02-14 17:05:16+00:00	2022-02-14 17:05:18+00:00	Backlight on
2022-02-14 17:05:16+00:00	2022-02-14 17:05:20+00:00	2022-02-14 17:05:22+00:00	Backlight off
2022-02-14 17:05:20+00:00	2022-02-14 17:05:32+00:00	2022-02-14 17:05:35+00:00	Backlight on
2022-02-14 17:05:32+00:00	2022-02-14 17:05:48+00:00	2022-02-14 17:05:49+00:00	Backlight off
2022-02-14 17:05:48+00:00	2022-02-14 17:07:16+00:00	2022-02-14 17:07:17+00:00	Backlight on
2022-02-14 17:07:16+00:00	2022-02-14 17:08:16+00:00	2022-02-14 17:08:16+00:00	Backlight off
2022-02-14 17:08:16+00:00	2022-02-14 17:09:00+00:00	2022-02-14 17:09:03+00:00	Backlight on
2022-02-14 17:09:00+00:00	2022-02-14 17:54:32+00:00	2022-02-14 17:54:34+00:00	Backlight off
2022-02-14 17:54:32+00:00	2022-02-14 17:55:56+00:00	2022-02-14 17:55:58+00:00	Backlight on
2022-02-14 17:55:56+00:00	2022-02-14 17:55:56+00:00	2022-02-14 17:55:58+00:00	Backlight off
2022-02-14 17:55:56+00:00	2022-02-14 17:56:16+00:00	2022-02-14 17:56:18+00:00	Backlight on
2022-02-14 17:56:16+00:00	2022-02-14 17:56:16+00:00	2022-02-14 17:56:19+00:00	Backlight off
2022-02-14 17:56:16+00:00	2022-02-14 17:56:20+00:00	2022-02-14 17:56:21+00:00	Backlight on
2022-02-14 17:56:20+00:00	2022-02-14 17:56:20+00:00	2022-02-14 17:56:22+00:00	Backlight off
2022-02-14 17:56:20+00:00	2022-02-14 17:56:36+00:00	2022-02-14 17:56:37+00:00	Backlight on
2022-02-14 17:56:36+00:00	2022-02-14 17:56:36+00:00	2022-02-14 17:56:37+00:00	Backlight off
2022-02-14 17:58:44+00:00	2022-02-14 18:00:52+00:00	2022-02-14 18:00:55+00:00	Backlight on
2022-02-14 18:03:48+00:00	2022-02-14 18:05:04+00:00	2022-02-14 18:05:07+00:00	Backlight on
2022-02-14 18:05:04+00:00	2022-02-14 18:05:52+00:00	2022-02-14 18:05:53+00:00	Backlight off
2022-02-14 18:05:52+00:00	2022-02-14 18:05:56+00:00	2022-02-14 18:05:59+00:00	Backlight on
2022-02-14 18:05:56+00:00	2022-02-14 18:06:00+00:00	2022-02-14 18:06:02+00:00	Backlight off
2022-02-14 18:08:56+00:00	2022-02-14 18:10:16+00:00	2022-02-14 18:10:17+00:00	Backlight on
2022-02-14 18:16:32+00:00	2022-02-14 18:18:12+00:00	2022-02-14 18:18:13+00:00	Backlight on
2022-02-14 18:18:32+00:00	2022-02-14 18:21:24+00:00	2022-02-14 18:21:25+00:00	Backlight on
